사용월,호선명,역ID,지하철역,유임승차,유임하차,무임승차,무임하차
2023-01,6호선,2644,돌곶이,"203,083","185,973","55,110","54,887"
2023-01,6호선,2645,석계,"252,085","262,838","69,544","69,106"
2023-01,6호선,2646,태릉입구,"121,789","133,133","27,120","27,137"
2023-01,6호선,2647,화랑대(서울여대입구),"251,166","190,994","41,717","37,271"
2023-01,6호선,2648,봉화산(서울의료원),"187,945","177,310","43,223","42,643"
2023-01,6호선,2649,신내,4,0,0,0
2023-01,7호선,2711,장암,"52,049","19,642","7,937","5,466"
2023-01,7호선,2712,도봉산,"188,861","211,804","37,764","56,431"
2023-01,7호선,2713,수락산,"252,230","246,193","83,321","84,415"
2023-01,7호선,2714,마들,"269,141","249,591","77,512","76,359"
2023-01,7호선,2715,노원,"435,380","459,942","111,955","112,493"
2023-01,7호선,2716,중계,"294,550","263,114","78,191","75,763"
2023-01,7호선,2717,하계,"374,747","348,282","95,866","93,178"
2023-01,7호선,2718,공릉(서울과학기술대),"245,631","244,464","62,235","62,915"
2023-01,7호선,2719,태릉입구,"191,231","179,462","39,149","36,307"
2023-01,7호선,2720,먹골,"215,242","209,232","59,090","60,422"
2023-01,7호선,2721,중화,"228,748","219,811","56,702","57,090"
2023-01,7호선,2722,상봉(시외버스터미널),"394,916","380,050","65,485","63,162"
2023-01,7호선,2723,면목,"313,782","298,629","85,635","88,394"
2023-01,7호선,2724,사가정,"342,711","341,608","87,828","88,384"
2023-01,7호선,2725,용마산(용마폭포공원),"124,996","118,166","31,954","34,376"
2023-01,7호선,2726,중곡,"226,585","210,945","56,226","56,865"
2023-01,7호선,2727,군자(능동),"336,800","259,452","70,508","61,775"
2023-01,7호선,2728,어린이대공원(세종대),"307,676","302,521","36,399","35,757"
2023-01,7호선,2729,건대입구,"302,223","330,321","51,819","47,944"
2023-01,7호선,2730,뚝섬유원지,"179,288","175,261","38,090","37,619"
2023-01,7호선,2731,청담,"427,342","486,619","68,879","66,464"
2023-01,7호선,2732,강남구청,"382,243","422,652","45,654","46,097"
2023-01,7호선,2733,학동,"551,748","586,269","56,019","53,728"
2023-01,7호선,2734,논현,"434,819","457,473","38,857","38,461"
2023-01,7호선,2735,반포,"128,570","124,380","31,886","30,594"
2023-01,7호선,2736,고속터미널,"441,669","332,871","65,915","57,830"
2023-01,7호선,2737,내방,"312,648","321,809","62,965","60,947"
2023-01,7호선,2738,이수,"363,013","347,948","67,756","64,396"
2023-01,7호선,2739,남성,"233,954","213,847","64,293","63,461"
2023-01,7호선,2740,숭실대입구(살피재),"256,929","259,451","55,973","57,627"
2023-01,7호선,2741,상도,"238,272","230,528","55,371","53,034"
2023-01,7호선,2742,장승배기,"183,108","176,985","60,725","61,020"
2023-01,7호선,2743,신대방삼거리,"319,667","300,511","79,148","81,532"
2023-01,7호선,2744,보라매,"158,491","161,699","29,793","31,072"
2023-01,7호선,2745,신풍,"239,761","222,023","64,614","64,258"
2023-01,7호선,2746,대림(구로구청),"217,075","220,360","35,955","34,955"
2023-01,7호선,2747,남구로,"350,865","369,263","55,872","56,162"
2023-01,7호선,2748,가산디지털단지,"1,014,235","1,004,312","81,898","75,872"
2023-01,7호선,2749,철산,"477,371","489,051","91,818","90,897"
2023-01,7호선,2750,광명사거리,"442,497","431,561","137,931","143,564"
2023-01,7호선,2751,천왕,"249,260","232,736","51,135","51,285"
2023-01,7호선,2752,온수(성공회대입구),"213,262","195,690","36,067","34,547"
2023-01,8호선,2811,암사,"409,394","355,244","93,902","93,277"
2023-01,8호선,2812,천호(풍납토성),"327,552","392,436","74,622","72,482"
2023-01,8호선,2813,강동구청,"218,742","225,814","59,670","59,965"
2023-01,8호선,2814,몽촌토성(평화의문),"142,184","146,414","28,381","28,013"
2023-01,8호선,2815,잠실(송파구청),"382,291","454,638","67,901","65,851"
2023-01,8호선,2816,석촌,"166,895","197,323","44,935","47,423"
2023-01,8호선,2817,송파,"183,956","180,438","55,446","55,151"
2023-01,8호선,2818,가락시장,"153,273","175,634","58,982","60,906"
2023-01,8호선,2819,문정,"478,254","501,532","54,126","53,699"
2023-01,8호선,2820,장지,"391,098","372,377","71,388","67,243"
2023-01,8호선,2821,복정,"202,902","171,234","33,297","30,002"
2023-01,8호선,2822,산성,"110,632","107,050","28,150","30,545"
2023-01,8호선,2823,남한산성입구(성남법원.검찰청),"278,883","246,495","70,270","67,213"
2023-01,8호선,2824,단대오거리,"244,398","238,358","67,623","66,004"
2023-01,8호선,2825,신흥,"101,998","106,943","38,325","40,092"
2023-01,8호선,2826,수진,"104,478","92,507","41,882","41,650"
2023-01,8호선,2827,모란,"80,952","68,608","50,282","37,870"
2023-01,8호선,2828,남위례,"134,604","139,821","25,333","25,619"
2023-01,9호선,4101,개화,"57,693","37,320","9,932","7,694"
2023-01,9호선,4102,김포공항,"196,610","290,858","17,569","21,839"
2023-01,9호선,4103,공항시장,"58,722","64,035","20,617","22,646"
2023-01,9호선,4104,신방화,"142,231","138,517","41,918","42,100"
2023-01,9호선,4105,마곡나루(서울식물원),"309,375","304,068","28,700","27,761"
2023-01,9호선,4106,양천향교,"210,770","218,002","40,322","40,237"
2023-01,9호선,4107,가양,"457,184","446,934","118,688","116,440"
2023-01,9호선,4108,증미,"154,898","145,822","31,016","30,931"
2023-01,9호선,4109,등촌,"232,934","222,206","72,163","72,588"
2023-01,9호선,4110,염창,"407,298","391,917","65,725","64,829"
2023-01,9호선,4111,신목동,"90,487","77,667","19,623","18,627"
2023-01,9호선,4112,선유도,"196,171","184,578","26,018","25,363"
2023-01,9호선,4113,당산,"452,790","454,045","59,634","54,770"
2023-01,9호선,4114,국회의사당,"362,449","377,378","52,432","46,322"
2023-01,9호선,4115,여의도,"703,952","664,647","45,419","41,344"
2023-01,9호선,4116,샛강,"138,069","138,067","24,362","24,715"
2023-01,9호선,4117,노량진,"637,013","624,793","80,400","80,243"
2023-01,9호선,4118,노들,"94,730","76,997","29,357","26,941"
2023-01,9호선,4119,흑석(중앙대입구),"163,383","170,808","48,933","49,700"
2023-01,9호선,4120,동작(현충원),"39,009","31,556","10,500","9,463"
2023-01,9호선,4121,구반포,"19,242","20,110","8,059","8,153"
2023-01,9호선,4122,신반포,"74,557","73,501","19,942","19,953"
2023-01,9호선,4123,고속터미널,"336,686","474,976","53,907","61,644"
2023-01,9호선,4124,사평,"79,413","77,190","19,517","19,753"
2023-01,9호선,4125,신논현,"800,307","791,475","47,640","45,843"
2023-01,공항철도 1호선,4201,서울역,"303,007","268,367","29,043","25,369"
2023-01,공항철도 1호선,4202,공덕,"63,790","87,082","7,221","8,956"
2023-01,공항철도 1호선,4203,홍대입구,"354,648","358,941","16,525","15,278"
2023-01,공항철도 1호선,4204,디지털미디어시티,"338,019","314,446","23,865","22,745"
2023-01,공항철도 1호선,4206,마곡나루(서울식물원),"247,108","237,359","13,239","13,957"
2023-01,공항철도 1호선,4207,김포공항,"300,405","169,664","21,322","14,065"
2023-01,공항철도 1호선,4208,계양,"297,241","273,531","28,681","27,091"
2023-01,공항철도 1호선,4209,검암,"161,977","158,713","14,398","14,063"
2023-01,공항철도 1호선,4210,청라국제도시,"172,948","164,099","11,510","11,362"
2023-01,공항철도 1호선,4211,운서,"214,757","225,806","25,639","25,876"
2023-01,공항철도 1호선,4212,공항화물청사,"53,919","57,242","8,637","8,254"
2023-01,공항철도 1호선,4213,인천공항1터미널,"316,087","305,609","22,724","21,281"
2023-01,공항철도 1호선,4215,인천공항2터미널,"116,249","104,723","10,805","9,669"
2023-01,공항철도 1호선,4217,영종,"85,599","86,150","17,722","17,596"
2023-01,9호선2~3단계,4126,언주,"259,113","263,592","26,280","25,858"
2023-01,9호선2~3단계,4127,선정릉,"228,011","251,580","23,659","24,368"
2023-01,9호선2~3단계,4128,삼성중앙,"171,179","178,525","24,063","23,455"
2023-01,9호선2~3단계,4129,봉은사,"456,198","472,477","48,825","46,736"
2023-01,9호선2~3단계,4130,종합운동장,"105,500","104,805","17,891","16,664"
2023-01,9호선2~3단계,4131,삼전,"164,923","156,371","33,366","32,687"
2023-01,9호선2~3단계,4132,석촌고분,"145,573","142,287","34,214","34,230"
2023-01,9호선2~3단계,4133,석촌,"210,088","186,234","32,865","29,063"
2023-01,9호선2~3단계,4134,송파나루,"126,227","134,602","25,622","26,714"
2023-01,9호선2~3단계,4135,한성백제,"60,016","53,443","14,720","12,832"
2023-01,9호선2~3단계,4136,올림픽공원(한국체대),"181,742","182,401","23,278","23,562"
2023-01,9호선2~3단계,4137,둔촌오륜,"19,908","20,009","5,563","5,916"
2023-01,9호선2~3단계,4138,중앙보훈병원,"220,209","187,363","69,377","67,927"
2023-01,우이신설선,4701,북한산우이,"48,001","40,620","29,228","30,259"
2023-01,우이신설선,4702,솔밭공원,"41,974","36,746","25,537","26,638"
2023-01,우이신설선,4703,4.19민주묘지,"46,988","44,105","30,977","28,167"
2023-01,우이신설선,4704,가오리,"69,002","65,858","43,367","44,376"
2023-01,우이신설선,4705,화계,"54,752","48,573","38,395","38,574"
2023-01,우이신설선,4706,삼양,"30,323","29,857","23,927","26,344"
2023-01,우이신설선,4707,삼양사거리,"35,688","35,129","31,075","31,607"
2023-01,우이신설선,4708,솔샘,"121,229","109,379","35,540","36,741"
2023-01,우이신설선,4709,북한산보국문,"126,859","115,785","38,915","39,309"
2023-01,우이신설선,4710,정릉,"83,679","75,766","41,206","39,404"
2023-01,우이신설선,4711,성신여대입구(돈암),"66,999","80,392","26,625","25,736"
2023-01,우이신설선,4712,보문,"27,428","27,832","13,742","13,671"
2023-01,우이신설선,4713,신설동,"31,614","32,449","25,971","22,938"
2023-01,신림선,4401,샛강,"53,664","67,797","10,714","10,202"
2023-01,신림선,4402,대방,"54,096","42,575","12,753","11,031"
2023-01,신림선,4403,서울지방병무청,"51,254","55,374","19,244","20,980"
2023-01,신림선,4404,보라매,"73,613","67,706","18,415","15,677"
2023-01,신림선,4405,보라매공원,"36,659","40,137","12,031","13,227"
2023-01,신림선,4406,보라매병원,"131,005","139,113","39,173","39,206"
2023-01,신림선,4407,당곡,"86,143","85,099","29,365","29,154"
2023-01,신림선,4408,신림,"31,215","45,860","11,933","13,249"
2023-01,신림선,4409,서원,"71,495","58,048","18,806","18,742"
2023-01,신림선,4410,서울대벤처타운,"174,969","162,382","50,009","51,331"
2023-01,신림선,4411,관악산(서울대),"42,001","41,065","21,984","22,305"
